nct_id,Type,Value,Action
NCT01339052,Tag,GBM Status|Recurrent,Add
NCT01342237,Tag,GBM Status|Recurrent,Add
NCT01345370,Tag,GBM Status|Recurrent,Add
NCT01347307,Tag,GBM Status|Recurrent,Add
NCT01349036,Tag,GBM Status|Recurrent,Add
NCT01349660,Tag,GBM Status|Recurrent,Add
NCT01351519,Tag,GBM Status|Recurrent,Add
NCT01353625,Tag,GBM Status|Recurrent,Add
NCT01356290,Tag,GBM Status|Recurrent,Add
NCT01358058,Tag,GBM Status|Recurrent,Add
NCT01363557,Tag,GBM Status|Recurrent,Add
NCT01368133,Tag,GBM Status|Recurrent,Add
NCT01372774,Tag,GBM Status|Recurrent,Add
NCT01377701,Tag,GBM Status|Recurrent,Add
NCT01378481,Tag,GBM Status|Recurrent,Add
NCT01378975,Tag,GBM Status|Recurrent,Add
NCT01380782,Tag,GBM Status|Recurrent,Add
NCT01381718,Tag,GBM Status|Recurrent,Add
NCT01386450,Tag,GBM Status|Recurrent,Add
NCT01386710,Tag,GBM Status|Recurrent,Add
NCT01390571,Tag,GBM Status|Recurrent,Add
NCT01391143,Tag,GBM Status|Recurrent,Add
NCT01392209,Tag,GBM Status|Recurrent,Add
NCT01392352,Tag,GBM Status|Recurrent,Add
NCT01393912,Tag,GBM Status|Recurrent,Add
NCT01400672,Tag,GBM Status|Recurrent,Add
NCT01403610,Tag,GBM Status|Recurrent,Add
NCT01410006,Tag,GBM Status|Recurrent,Add
NCT01410370,Tag,GBM Status|Recurrent,Add
NCT01414738,Tag,GBM Status|Recurrent,Add
NCT01419067,Tag,GBM Status|Recurrent,Add
NCT01419834,Tag,GBM Status|Recurrent,Add
NCT01424839,Tag,GBM Status|Recurrent,Add
NCT01432171,Tag,GBM Status|Recurrent,Add
NCT01433991,Tag,GBM Status|Recurrent,Add
NCT01435395,Tag,GBM Status|Recurrent,Add
NCT01438307,Tag,GBM Status|Recurrent,Add
NCT01441596,Tag,GBM Status|Recurrent,Add
NCT01442220,Tag,GBM Status|Recurrent,Add
NCT01444209,Tag,GBM Status|Recurrent,Add
NCT01445288,Tag,GBM Status|Recurrent,Add
NCT01445691,Tag,GBM Status|Recurrent,Add
NCT01447810,Tag,GBM Status|Recurrent,Add
NCT01449461,Tag,GBM Status|Recurrent,Add
NCT01450826,Tag,GBM Status|Recurrent,Add
NCT01452854,Tag,GBM Status|Recurrent,Add
NCT01456455,Tag,GBM Status|Recurrent,Add
NCT01462695,Tag,GBM Status|Recurrent,Add
NCT01464177,Tag,GBM Status|Recurrent,Add
NCT01465672,Tag,GBM Status|Recurrent,Add
NCT01466036,Tag,GBM Status|Recurrent,Add
NCT01466686,Tag,GBM Status|Recurrent,Add
NCT01467986,Tag,GBM Status|Recurrent,Add
NCT01469247,Tag,GBM Status|Recurrent,Add
NCT01470794,Tag,GBM Status|Recurrent,Add
NCT01476878,Tag,GBM Status|Recurrent,Add
NCT01478178,Tag,GBM Status|Recurrent,Add
NCT01478321,Tag,GBM Status|Recurrent,Add
NCT01480050,Tag,GBM Status|Recurrent,Add
NCT01480583,Tag,GBM Status|Recurrent,Add
NCT01483820,Tag,GBM Status|Recurrent,Add
NCT01484873,Tag,GBM Status|Recurrent,Add
NCT01486459,Tag,GBM Status|Recurrent,Add
NCT01491893,Tag,GBM Status|Recurrent,Add
NCT01494662,Tag,GBM Status|Recurrent,Add
NCT01497860,Tag,GBM Status|Recurrent,Add
NCT01498783,Tag,GBM Status|Recurrent,Add
NCT01499251,Tag,GBM Status|Recurrent,Add
NCT01502605,Tag,GBM Status|Recurrent,Add
NCT01503827,Tag,GBM Status|Recurrent,Add
NCT01505569,Tag,GBM Status|Recurrent,Add
NCT01508104,Tag,GBM Status|Recurrent,Add
NCT01508221,Tag,GBM Status|Recurrent,Add
NCT01512147,Tag,GBM Status|Recurrent,Add
NCT01514877,Tag,GBM Status|Recurrent,Add
NCT01516905,Tag,GBM Status|Recurrent,Add
NCT01517776,Tag,GBM Status|Recurrent,Add
NCT01518413,Tag,GBM Status|Recurrent,Add
NCT01518621,Tag,GBM Status|Recurrent,Add
NCT01520870,Tag,GBM Status|Recurrent,Add
NCT01522820,Tag,GBM Status|Recurrent,Add
NCT01525459,Tag,GBM Status|Recurrent,Add
NCT01526837,Tag,GBM Status|Recurrent,Add
NCT01528046,Tag,GBM Status|Recurrent,Add
NCT01528670,Tag,GBM Status|Recurrent,Add
NCT01535183,Tag,GBM Status|Recurrent,Add
NCT01535209,Tag,GBM Status|Recurrent,Add
NCT01535430,Tag,GBM Status|Recurrent,Add
NCT01535898,Tag,GBM Status|Recurrent,Add
NCT01535911,Tag,GBM Status|Recurrent,Add
NCT01538095,Tag,GBM Status|Recurrent,Add
NCT01540175,Tag,GBM Status|Recurrent,Add
NCT01540513,Tag,GBM Status|Recurrent,Add
NCT01541800,Tag,GBM Status|Recurrent,Add
NCT01542736,Tag,GBM Status|Recurrent,Add
NCT01543542,Tag,GBM Status|Recurrent,Add
NCT01549392,Tag,GBM Status|Recurrent,Add
NCT01551680,Tag,GBM Status|Recurrent,Add
NCT01553149,Tag,GBM Status|Recurrent,Add
NCT01556230,Tag,GBM Status|Recurrent,Add
NCT01562197,Tag,GBM Status|Recurrent,Add
NCT01564914,Tag,GBM Status|Recurrent,Add
NCT01567202,Tag,GBM Status|Recurrent,Add
NCT01574092,Tag,GBM Status|Recurrent,Add
NCT01577966,Tag,GBM Status|Recurrent,Add
NCT01578668,Tag,GBM Status|Recurrent,Add
NCT01579253,Tag,GBM Status|Recurrent,Add
NCT01580969,Tag,GBM Status|Recurrent,Add
NCT01582269,Tag,GBM Status|Recurrent,Add
NCT01582516,Tag,GBM Status|Recurrent,Add
NCT01586078,Tag,GBM Status|Recurrent,Add
NCT01598454,Tag,GBM Status|Recurrent,Add
NCT01598597,Tag,GBM Status|Recurrent,Add
NCT01599052,Tag,GBM Status|Recurrent,Add
NCT01601184,Tag,GBM Status|Recurrent,Add
NCT01601314,Tag,GBM Status|Recurrent,Add
NCT01604590,Tag,GBM Status|Recurrent,Add
NCT01613417,Tag,GBM Status|Recurrent,Add
NCT01617733,Tag,GBM Status|Recurrent,Add
NCT01618747,Tag,GBM Status|Recurrent,Add
NCT01619774,Tag,GBM Status|Recurrent,Add
NCT01619865,Tag,GBM Status|Recurrent,Add
NCT01621295,Tag,GBM Status|Recurrent,Add
NCT01621542,Tag,GBM Status|Recurrent,Add
NCT01621906,Tag,GBM Status|Recurrent,Add
NCT01622868,Tag,GBM Status|Recurrent,Add
NCT01624766,Tag,GBM Status|Recurrent,Add
NCT01631552,Tag,GBM Status|Recurrent,Add
NCT01635283,Tag,GBM Status|Recurrent,Add
NCT01637753,Tag,GBM Status|Recurrent,Add
NCT01638130,Tag,GBM Status|Recurrent,Add
NCT01640509,Tag,GBM Status|Recurrent,Add
NCT01642342,Tag,GBM Status|Recurrent,Add
NCT01644955,Tag,GBM Status|Recurrent,Add
NCT01648348,Tag,GBM Status|Recurrent,Add
NCT01651078,Tag,GBM Status|Recurrent,Add
NCT01654497,Tag,GBM Status|Recurrent,Add
NCT01657734,Tag,GBM Status|Recurrent,Add
NCT01657799,Tag,GBM Status|Recurrent,Add
NCT01661400,Tag,GBM Status|Recurrent,Add
NCT01663012,Tag,GBM Status|Recurrent,Add
NCT01666600,Tag,GBM Status|Recurrent,Add
NCT01667640,Tag,GBM Status|Recurrent,Add
NCT01670890,Tag,GBM Status|Recurrent,Add
NCT01672463,Tag,GBM Status|Recurrent,Add
NCT01678352,Tag,GBM Status|Recurrent,Add
NCT01679743,Tag,GBM Status|Recurrent,Add
NCT01688401,Tag,GBM Status|Recurrent,Add
NCT01688713,Tag,GBM Status|Recurrent,Add
NCT01689064,Tag,GBM Status|Recurrent,Add
NCT01689402,Tag,GBM Status|Recurrent,Add
NCT01693562,Tag,GBM Status|Recurrent,Add
NCT01698437,Tag,GBM Status|Recurrent,Add
NCT01703481,Tag,GBM Status|Recurrent,Add
NCT01703507,Tag,GBM Status|Recurrent,Add
NCT01703962,Tag,GBM Status|Recurrent,Add
NCT01705548,Tag,GBM Status|Recurrent,Add
NCT01706432,Tag,GBM Status|Recurrent,Add
NCT01707836,Tag,GBM Status|Recurrent,Add
NCT01708174,Tag,GBM Status|Recurrent,Add
NCT01716468,Tag,GBM Status|Recurrent,Add
NCT01721577,Tag,GBM Status|Recurrent,Add
NCT01721603,Tag,GBM Status|Recurrent,Add
NCT01723020,Tag,GBM Status|Recurrent,Add
NCT01724606,Tag,GBM Status|Recurrent,Add
NCT01724801,Tag,GBM Status|Recurrent,Add
NCT01727531,Tag,GBM Status|Recurrent,Add
NCT01730950,Tag,GBM Status|Recurrent,Add
NCT01731704,Tag,GBM Status|Recurrent,Add
NCT01734512,Tag,GBM Status|Recurrent,Add
NCT01736722,Tag,GBM Status|Recurrent,Add
NCT01736800,Tag,GBM Status|Recurrent,Add
NCT01737346,Tag,GBM Status|Recurrent,Add
NCT01737671,Tag,GBM Status|Recurrent,Add
NCT01738646,Tag,GBM Status|Recurrent,Add
NCT01738880,Tag,GBM Status|Recurrent,Add
NCT01742260,Tag,GBM Status|Recurrent,Add
NCT01743950,Tag,GBM Status|Recurrent,Add
NCT01748149,Tag,GBM Status|Recurrent,Add
NCT01751308,Tag,GBM Status|Recurrent,Add
NCT01753713,Tag,GBM Status|Recurrent,Add
NCT01754350,Tag,GBM Status|Recurrent,Add
NCT01755624,Tag,GBM Status|Recurrent,Add
NCT01756352,Tag,GBM Status|Recurrent,Add
NCT01756729,Tag,GBM Status|Recurrent,Add
NCT01756989,Tag,GBM Status|Recurrent,Add
NCT01763385,Tag,GBM Status|Recurrent,Add
NCT01770626,Tag,GBM Status|Recurrent,Add
NCT01774253,Tag,GBM Status|Recurrent,Add
NCT01777633,Tag,GBM Status|Recurrent,Add
NCT01778764,Tag,GBM Status|Recurrent,Add
NCT01779219,Tag,GBM Status|Recurrent,Add
NCT01781468,Tag,GBM Status|Recurrent,Add
NCT01783756,Tag,GBM Status|Recurrent,Add
NCT01792310,Tag,GBM Status|Recurrent,Add
NCT01792505,Tag,GBM Status|Recurrent,Add
NCT01795313,Tag,GBM Status|Recurrent,Add
NCT01800032,Tag,GBM Status|Recurrent,Add
NCT01800695,Tag,GBM Status|Recurrent,Add
NCT01801813,Tag,GBM Status|Recurrent,Add
NCT01801852,Tag,GBM Status|Recurrent,Add
NCT01802567,Tag,GBM Status|Recurrent,Add
NCT01804634,Tag,GBM Status|Recurrent,Add
NCT01806155,Tag,GBM Status|Recurrent,Add
NCT01806675,Tag,GBM Status|Recurrent,Add
NCT01810744,Tag,GBM Status|Recurrent,Add
NCT01812603,Tag,GBM Status|Recurrent,Add
NCT01812616,Tag,GBM Status|Recurrent,Add
NCT01813877,Tag,GBM Status|Recurrent,Add
NCT01814813,Tag,GBM Status|Recurrent,Add
NCT01818713,Tag,GBM Status|Recurrent,Add
NCT01821443,Tag,GBM Status|Recurrent,Add
NCT01833273,Tag,GBM Status|Recurrent,Add
NCT01836549,Tag,GBM Status|Recurrent,Add
NCT01846871,Tag,GBM Status|Recurrent,Add
NCT01847235,Tag,GBM Status|Recurrent,Add
NCT01849484,Tag,GBM Status|Recurrent,Add
NCT01849549,Tag,GBM Status|Recurrent,Add
NCT01850563,Tag,GBM Status|Recurrent,Add
NCT01856933,Tag,GBM Status|Recurrent,Add
NCT01861405,Tag,GBM Status|Recurrent,Add
NCT01861717,Tag,GBM Status|Recurrent,Add
NCT01866449,Tag,GBM Status|Recurrent,Add
NCT01869725,Tag,GBM Status|Recurrent,Add
NCT01870726,Tag,GBM Status|Recurrent,Add
NCT01872221,Tag,GBM Status|Recurrent,Add
NCT01875601,Tag,GBM Status|Recurrent,Add
NCT01880749,Tag,GBM Status|Recurrent,Add
NCT01881386,Tag,GBM Status|Recurrent,Add
NCT01884922,Tag,GBM Status|Recurrent,Add
NCT01884987,Tag,GBM Status|Recurrent,Add
NCT01887522,Tag,GBM Status|Recurrent,Add
NCT01887795,Tag,GBM Status|Recurrent,Add
NCT01890278,Tag,GBM Status|Recurrent,Add
NCT01891708,Tag,GBM Status|Recurrent,Add
NCT01891747,Tag,GBM Status|Recurrent,Add
NCT01891838,Tag,GBM Status|Recurrent,Add
NCT01892397,Tag,GBM Status|Recurrent,Add
NCT01898130,Tag,GBM Status|Recurrent,Add
NCT01898273,Tag,GBM Status|Recurrent,Add
NCT01902420,Tag,GBM Status|Recurrent,Add
NCT01902771,Tag,GBM Status|Recurrent,Add
NCT01903967,Tag,GBM Status|Recurrent,Add
NCT01906385,Tag,GBM Status|Recurrent,Add
NCT01908179,Tag,GBM Status|Recurrent,Add
NCT01913067,Tag,GBM Status|Recurrent,Add
NCT01915303,Tag,GBM Status|Recurrent,Add
NCT01921335,Tag,GBM Status|Recurrent,Add
NCT01924351,Tag,GBM Status|Recurrent,Add
NCT01926171,Tag,GBM Status|Recurrent,Add
NCT01929720,Tag,GBM Status|Recurrent,Add
NCT01931098,Tag,GBM Status|Recurrent,Add
NCT01933815,Tag,GBM Status|Recurrent,Add
NCT01934894,Tag,GBM Status|Recurrent,Add
NCT01939483,Tag,GBM Status|Recurrent,Add
NCT01941602,Tag,GBM Status|Recurrent,Add
NCT01942980,Tag,GBM Status|Recurrent,Add
NCT01944761,Tag,GBM Status|Recurrent,Add
NCT01950195,Tag,GBM Status|Recurrent,Add
NCT01951469,Tag,GBM Status|Recurrent,Add
NCT01951482,Tag,GBM Status|Recurrent,Add
NCT01951950,Tag,GBM Status|Recurrent,Add
NCT01952769,Tag,GBM Status|Recurrent,Add
NCT01954030,Tag,GBM Status|Recurrent,Add
NCT01954576,Tag,GBM Status|Recurrent,Add
NCT01956734,Tag,GBM Status|Recurrent,Add
NCT01957735,Tag,GBM Status|Recurrent,Add
NCT01961934,Tag,GBM Status|Recurrent,Add
NCT01964300,Tag,GBM Status|Recurrent,Add
NCT01966809,Tag,GBM Status|Recurrent,Add
NCT01967758,Tag,GBM Status|Recurrent,Add
NCT01967810,Tag,GBM Status|Recurrent,Add
NCT01970644,Tag,GBM Status|Recurrent,Add
NCT01970865,Tag,GBM Status|Recurrent,Add
NCT01972750,Tag,GBM Status|Recurrent,Add
NCT01974804,Tag,GBM Status|Recurrent,Add
NCT01975116,Tag,GBM Status|Recurrent,Add
NCT01975701,Tag,GBM Status|Recurrent,Add
NCT01978236,Tag,GBM Status|Recurrent,Add
NCT01985256,Tag,GBM Status|Recurrent,Add
NCT01985971,Tag,GBM Status|Recurrent,Add
NCT01987596,Tag,GBM Status|Recurrent,Add
NCT01988675,Tag,GBM Status|Recurrent,Add
NCT01989052,Tag,GBM Status|Recurrent,Add
NCT01989884,Tag,GBM Status|Recurrent,Add
NCT01999270,Tag,GBM Status|Recurrent,Add
NCT02000882,Tag,GBM Status|Recurrent,Add
NCT02005614,Tag,GBM Status|Recurrent,Add
NCT02006407,Tag,GBM Status|Recurrent,Add
NCT02006563,Tag,GBM Status|Recurrent,Add
NCT02007798,Tag,GBM Status|Recurrent,Add
NCT02010606,Tag,GBM Status|Recurrent,Add
NCT02013297,Tag,GBM Status|Recurrent,Add
NCT02014545,Tag,GBM Status|Recurrent,Add
NCT02014844,Tag,GBM Status|Recurrent,Add
NCT02015117,Tag,GBM Status|Recurrent,Add
NCT02015728,Tag,GBM Status|Recurrent,Add
NCT02015819,Tag,GBM Status|Recurrent,Add
NCT02017717,Tag,GBM Status|Recurrent,Add
NCT02019576,Tag,GBM Status|Recurrent,Add
NCT02022800,Tag,GBM Status|Recurrent,Add
NCT02023346,Tag,GBM Status|Recurrent,Add
NCT02023905,Tag,GBM Status|Recurrent,Add
NCT02025231,Tag,GBM Status|Recurrent,Add
NCT02028325,Tag,GBM Status|Recurrent,Add
NCT02029690,Tag,GBM Status|Recurrent,Add
NCT02031237,Tag,GBM Status|Recurrent,Add
NCT02031965,Tag,GBM Status|Recurrent,Add
NCT02034799,Tag,GBM Status|Recurrent,Add
NCT02034981,Tag,GBM Status|Recurrent,Add
NCT02035852,Tag,GBM Status|Recurrent,Add
NCT02037945,Tag,GBM Status|Recurrent,Add
NCT02038218,Tag,GBM Status|Recurrent,Add
NCT02038348,Tag,GBM Status|Recurrent,Add
NCT02039947,Tag,GBM Status|Recurrent,Add
NCT02040376,Tag,GBM Status|Recurrent,Add
NCT02045368,Tag,GBM Status|Recurrent,Add
NCT02045381,Tag,GBM Status|Recurrent,Add
NCT02047214,Tag,GBM Status|Recurrent,Add
NCT02047747,Tag,GBM Status|Recurrent,Add
NCT02048059,Tag,GBM Status|Recurrent,Add
NCT02049489,Tag,GBM Status|Recurrent,Add
NCT02052648,Tag,GBM Status|Recurrent,Add
NCT02052778,Tag,GBM Status|Recurrent,Add
NCT02054819,Tag,GBM Status|Recurrent,Add
NCT02058953,Tag,GBM Status|Recurrent,Add
NCT02060890,Tag,GBM Status|Recurrent,Add
NCT02060955,Tag,GBM Status|Recurrent,Add
NCT02065466,Tag,GBM Status|Recurrent,Add
NCT02066220,Tag,GBM Status|Recurrent,Add
NCT02067156,Tag,GBM Status|Recurrent,Add
NCT02069080,Tag,GBM Status|Recurrent,Add
NCT02073968,Tag,GBM Status|Recurrent,Add
NCT02073994,Tag,GBM Status|Recurrent,Add
NCT02076477,Tag,GBM Status|Recurrent,Add
NCT02077504,Tag,GBM Status|Recurrent,Add
NCT02078401,Tag,GBM Status|Recurrent,Add
NCT02078648,Tag,GBM Status|Recurrent,Add
NCT02084134,Tag,GBM Status|Recurrent,Add
NCT02090010,Tag,GBM Status|Recurrent,Add
NCT02093117,Tag,GBM Status|Recurrent,Add
NCT02095132,Tag,GBM Status|Recurrent,Add
NCT02095353,Tag,GBM Status|Recurrent,Add
NCT02097732,Tag,GBM Status|Recurrent,Add
NCT02100891,Tag,GBM Status|Recurrent,Add
NCT02103920,Tag,GBM Status|Recurrent,Add
NCT02104193,Tag,GBM Status|Recurrent,Add
NCT02104310,Tag,GBM Status|Recurrent,Add
NCT02105337,Tag,GBM Status|Recurrent,Add
NCT02108002,Tag,GBM Status|Recurrent,Add
NCT02113358,Tag,GBM Status|Recurrent,Add
NCT02115074,Tag,GBM Status|Recurrent,Add
NCT02115139,Tag,GBM Status|Recurrent,Add
NCT02119338,Tag,GBM Status|Recurrent,Add
NCT02120287,Tag,GBM Status|Recurrent,Add
NCT02124772,Tag,GBM Status|Recurrent,Add
NCT02125786,Tag,GBM Status|Recurrent,Add
NCT02129712,Tag,GBM Status|Recurrent,Add
NCT02132598,Tag,GBM Status|Recurrent,Add
NCT02133183,Tag,GBM Status|Recurrent,Add
NCT02139150,Tag,GBM Status|Recurrent,Add
NCT02147028,Tag,GBM Status|Recurrent,Add
NCT02149459,Tag,GBM Status|Recurrent,Add
NCT02154529,Tag,GBM Status|Recurrent,Add
NCT02155920,Tag,GBM Status|Recurrent,Add
NCT02157103,Tag,GBM Status|Recurrent,Add
NCT02162537,Tag,GBM Status|Recurrent,Add
NCT02162732,Tag,GBM Status|Recurrent,Add
NCT02165995,Tag,GBM Status|Recurrent,Add
NCT02166658,Tag,GBM Status|Recurrent,Add
NCT02167204,Tag,GBM Status|Recurrent,Add
NCT02168075,Tag,GBM Status|Recurrent,Add
NCT02168270,Tag,GBM Status|Recurrent,Add
NCT02175745,Tag,GBM Status|Recurrent,Add
NCT02176720,Tag,GBM Status|Recurrent,Add
NCT02179515,Tag,GBM Status|Recurrent,Add
NCT02185352,Tag,GBM Status|Recurrent,Add
NCT02186262,Tag,GBM Status|Recurrent,Add
NCT02186509,Tag,GBM Status|Recurrent,Add
NCT02187822,Tag,GBM Status|Recurrent,Add
NCT02190994,Tag,GBM Status|Recurrent,Add
NCT02192359,Tag,GBM Status|Recurrent,Add
NCT02194452,Tag,GBM Status|Recurrent,Add
NCT02197169,Tag,GBM Status|Recurrent,Add
NCT02197637,Tag,GBM Status|Recurrent,Add
NCT02201381,Tag,GBM Status|Recurrent,Add
NCT02201563,Tag,GBM Status|Recurrent,Add
NCT02202993,Tag,GBM Status|Recurrent,Add
NCT02207010,Tag,GBM Status|Recurrent,Add
NCT02208362,Tag,GBM Status|Recurrent,Add
NCT02209376,Tag,GBM Status|Recurrent,Add
NCT02209428,Tag,GBM Status|Recurrent,Add
NCT02215512,Tag,GBM Status|Recurrent,Add
NCT02220127,Tag,GBM Status|Recurrent,Add
NCT02220491,Tag,GBM Status|Recurrent,Add
NCT02221986,Tag,GBM Status|Recurrent,Add
NCT02230306,Tag,GBM Status|Recurrent,Add
NCT02234050,Tag,GBM Status|Recurrent,Add
NCT02234297,Tag,GBM Status|Recurrent,Add
NCT02238496,Tag,GBM Status|Recurrent,Add
NCT02238899,Tag,GBM Status|Recurrent,Add
NCT02239861,Tag,GBM Status|Recurrent,Add
NCT02250755,Tag,GBM Status|Recurrent,Add
NCT02253212,Tag,GBM Status|Recurrent,Add
NCT02255461,Tag,GBM Status|Recurrent,Add
NCT02259218,Tag,GBM Status|Recurrent,Add
NCT02263105,Tag,GBM Status|Recurrent,Add
NCT02265549,Tag,GBM Status|Recurrent,Add
NCT02269111,Tag,GBM Status|Recurrent,Add
NCT02271711,Tag,GBM Status|Recurrent,Add
NCT02273739,Tag,GBM Status|Recurrent,Add
NCT02276053,Tag,GBM Status|Recurrent,Add
NCT02277561,Tag,GBM Status|Recurrent,Add
NCT02278510,Tag,GBM Status|Recurrent,Add
NCT02279992,Tag,GBM Status|Recurrent,Add
NCT02282917,Tag,GBM Status|Recurrent,Add
NCT02285439,Tag,GBM Status|Recurrent,Add
NCT02285959,Tag,GBM Status|Recurrent,Add
NCT02286167,Tag,GBM Status|Recurrent,Add
NCT02288962,Tag,GBM Status|Recurrent,Add
NCT02296476,Tag,GBM Status|Recurrent,Add
NCT02296580,Tag,GBM Status|Recurrent,Add
NCT02300506,Tag,GBM Status|Recurrent,Add
NCT02303678,Tag,GBM Status|Recurrent,Add
NCT02303938,Tag,GBM Status|Recurrent,Add
NCT02305056,Tag,GBM Status|Recurrent,Add
NCT02310516,Tag,GBM Status|Recurrent,Add
NCT02311556,Tag,GBM Status|Recurrent,Add
NCT02313272,Tag,GBM Status|Recurrent,Add
NCT02320058,Tag,GBM Status|Recurrent,Add
NCT02323880,Tag,GBM Status|Recurrent,Add
NCT02328300,Tag,GBM Status|Recurrent,Add
NCT02329795,Tag,GBM Status|Recurrent,Add
NCT02330562,Tag,GBM Status|Recurrent,Add
NCT02331693,Tag,GBM Status|Recurrent,Add
NCT02332889,Tag,GBM Status|Recurrent,Add
NCT02333565,Tag,GBM Status|Recurrent,Add
NCT02335918,Tag,GBM Status|Recurrent,Add
NCT02336165,Tag,GBM Status|Recurrent,Add
NCT02336451,Tag,GBM Status|Recurrent,Add
NCT02337491,Tag,GBM Status|Recurrent,Add
NCT02337686,Tag,GBM Status|Recurrent,Add
NCT02338011,Tag,GBM Status|Recurrent,Add
NCT02338037,Tag,GBM Status|Recurrent,Add
NCT02340156,Tag,GBM Status|Recurrent,Add
NCT02342379,Tag,GBM Status|Recurrent,Add
NCT02343224,Tag,GBM Status|Recurrent,Add
NCT02343406,Tag,GBM Status|Recurrent,Add
NCT02345824,Tag,GBM Status|Recurrent,Add
NCT02348255,Tag,GBM Status|Recurrent,Add
NCT02351700,Tag,GBM Status|Recurrent,Add
NCT02353000,Tag,GBM Status|Recurrent,Add
NCT02355613,Tag,GBM Status|Recurrent,Add
NCT02358187,Tag,GBM Status|Recurrent,Add
NCT02359565,Tag,GBM Status|Recurrent,Add
NCT02360215,Tag,GBM Status|Recurrent,Add
NCT02363075,Tag,GBM Status|Recurrent,Add
NCT02363933,Tag,GBM Status|Recurrent,Add
NCT02365662,Tag,GBM Status|Recurrent,Add
NCT02367469,Tag,GBM Status|Recurrent,Add
NCT02367482,Tag,GBM Status|Recurrent,Add
NCT02370563,Tag,GBM Status|Recurrent,Add
NCT02371031,Tag,GBM Status|Recurrent,Add
NCT02372409,Tag,GBM Status|Recurrent,Add
NCT02374242,Tag,GBM Status|Recurrent,Add
NCT02374983,Tag,GBM Status|Recurrent,Add
NCT02375334,Tag,GBM Status|Recurrent,Add
NCT02381886,Tag,GBM Status|Recurrent,Add
NCT02386826,Tag,GBM Status|Recurrent,Add
NCT02388659,Tag,GBM Status|Recurrent,Add
NCT02389530,Tag,GBM Status|Recurrent,Add
NCT02389738,Tag,GBM Status|Recurrent,Add
NCT02389855,Tag,GBM Status|Recurrent,Add
NCT02390518,Tag,GBM Status|Recurrent,Add
NCT02390752,Tag,GBM Status|Recurrent,Add
NCT02391246,Tag,GBM Status|Recurrent,Add
NCT02391493,Tag,GBM Status|Recurrent,Add
NCT02392078,Tag,GBM Status|Recurrent,Add
NCT02393131,Tag,GBM Status|Recurrent,Add
NCT02394626,Tag,GBM Status|Recurrent,Add
NCT02395692,Tag,GBM Status|Recurrent,Add
NCT02402075,Tag,GBM Status|Recurrent,Add
NCT02410577,Tag,GBM Status|Recurrent,Add
NCT02415153,Tag,GBM Status|Recurrent,Add
NCT02417324,Tag,GBM Status|Recurrent,Add
NCT02423343,Tag,GBM Status|Recurrent,Add
NCT02423525,Tag,GBM Status|Recurrent,Add
NCT02425072,Tag,GBM Status|Recurrent,Add
NCT02429570,Tag,GBM Status|Recurrent,Add
NCT02430363,Tag,GBM Status|Recurrent,Add
NCT02433171,Tag,GBM Status|Recurrent,Add
NCT02433392,Tag,GBM Status|Recurrent,Add
NCT02439164,Tag,GBM Status|Recurrent,Add
NCT02439268,Tag,GBM Status|Recurrent,Add
NCT02441062,Tag,GBM Status|Recurrent,Add
NCT02441088,Tag,GBM Status|Recurrent,Add
NCT02441322,Tag,GBM Status|Recurrent,Add
NCT02442297,Tag,GBM Status|Recurrent,Add
NCT02450019,Tag,GBM Status|Recurrent,Add
NCT02452294,Tag,GBM Status|Recurrent,Add
NCT02458339,Tag,GBM Status|Recurrent,Add
NCT02458508,Tag,GBM Status|Recurrent,Add
NCT02460068,Tag,GBM Status|Recurrent,Add
NCT02460874,Tag,GBM Status|Recurrent,Add
NCT02466828,Tag,GBM Status|Recurrent,Add
NCT02473380,Tag,GBM Status|Recurrent,Add
NCT02473484,Tag,GBM Status|Recurrent,Add
NCT02478164,Tag,GBM Status|Recurrent,Add
NCT02478346,Tag,GBM Status|Recurrent,Add
NCT02481154,Tag,GBM Status|Recurrent,Add
NCT02481960,Tag,GBM Status|Recurrent,Add
NCT02489071,Tag,GBM Status|Recurrent,Add
NCT02490878,Tag,GBM Status|Recurrent,Add
NCT02491827,Tag,GBM Status|Recurrent,Add
NCT02496741,Tag,GBM Status|Recurrent,Add
NCT02498951,Tag,GBM Status|Recurrent,Add
NCT02504788,Tag,GBM Status|Recurrent,Add
NCT02507102,Tag,GBM Status|Recurrent,Add
NCT02507232,Tag,GBM Status|Recurrent,Add
NCT02509442,Tag,GBM Status|Recurrent,Add
NCT02511405,Tag,GBM Status|Recurrent,Add
NCT02514915,Tag,GBM Status|Recurrent,Add
NCT02520492,Tag,GBM Status|Recurrent,Add
NCT02523014,Tag,GBM Status|Recurrent,Add
NCT02529072,Tag,GBM Status|Recurrent,Add
NCT02530320,Tag,GBM Status|Recurrent,Add
NCT02530749,Tag,GBM Status|Recurrent,Add
NCT02534506,Tag,GBM Status|Recurrent,Add
NCT02536339,Tag,GBM Status|Recurrent,Add
NCT02537600,Tag,GBM Status|Recurrent,Add
NCT02540161,Tag,GBM Status|Recurrent,Add
NCT02540876,Tag,GBM Status|Recurrent,Add
NCT02541370,Tag,GBM Status|Recurrent,Add
NCT02546453,Tag,GBM Status|Recurrent,Add
NCT02549833,Tag,GBM Status|Recurrent,Add
NCT02550249,Tag,GBM Status|Recurrent,Add
NCT02556593,Tag,GBM Status|Recurrent,Add
